Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1|565,519836425781|296,611543273926|251,6185|34,6432|7|111,5|False
2|565,16650390625|210,917848968506|251,2652|34,57283|7|111,5|False
3|565,15576171875|231,834400939941|251,2544|34,36456|7|111,5|False
4|565,335205078125|237,0635887146|251,4339|34,42612|7|111,5|False
5|565,153686523438|267,51368560791|251,2523|34,55565|7|111,5|False
6|565,166809082031|234,772190093994|251,2655|34,46143|7|111,5|False
7|565,176208496094|285,296367645264|251,2749|34,53366|7|111,5|False
8|565,171508789063|229,200453186035|251,2702|34,40045|7|111,5|False
9|565,335754394531|239,329463195801|251,4344|34,54355|7|111,5|False
10|565,176391601563|199,989159393311|251,2751|34,4657|7|111,5|False
11|565,172546386719|262,667813110352|251,2712|34,37665|7|111,5|False
12|565,172485351563|237,727687072754|251,2711|34,46051|7|111,5|False
13|564,592102050781|227,106906890869|250,6908|34,25531|7|111,5|False
14|564,943298339844|225,92014465332|251,042|34,29828|7|111,5|False
15|565,654846191406|243,882549285889|251,7535|34,67438|7|111,5|False
16|565,163818359375|231,376865386963|251,2625|34,46533|7|111,5|False
17|565,167114257813|221,637377929687|251,2658|34,34009|7|111,5|False
18|565,176086425781|240,956406402588|251,2747|34,53345|7|111,5|False
19|565,153442382813|210,856539916992|251,2521|34,48413|7|111,5|False
20|565,163452148438|245,652259063721|251,2621|34,38806|7|111,5|False
21|565,174560546875|222,887497711182|251,2732|34,57104|7|111,5|False
22|565,174072265625|298,345193481445|251,2727|34,55798|7|111,5|False
23|565,171569824219|218,515703582764|251,2702|34,39209|7|111,5|False
24|565,171020507813|203,29619140625|251,2697|34,41077|7|111,5|False
25|565,168762207031|212,688603210449|251,2674|34,35022|7|111,5|False
26|565,171264648438|196,060134887695|251,2699|34,47388|7|111,5|False
27|565,174438476563|254,251612091064|251,2731|34,45081|7|111,5|False
28|565,170471191406|213,094680023193|251,2691|34,53711|7|111,5|False
29|565,179138183594|209,098603057861|251,2778|34,51086|7|111,5|False
30|565,16845703125|225,250918579102|251,2671|34,37451|7|111,5|False
31|565,179016113281|217,608029937744|251,2776|34,521|7|111,5|False
32|565,164428710938|210,053610992432|251,2631|34,51978|7|111,5|False
33|565,332275390625|245,535696411133|251,431|34,55151|7|111,5|False
34|565,174560546875|214,222599029541|251,2732|34,56763|7|111,5|False
35|565,160522460938|216,49803314209|251,2592|34,31909|7|111,5|False
36|565,169860839844|218,779315948486|251,2685|34,51807|7|111,5|False
37|565,1767578125|248,350610351562|251,2754|34,40332|7|111,5|False
38|565,174987792969|223,650311279297|251,2737|34,38843|7|111,5|False
39|565,167846679688|235,692074203491|251,2665|34,43555|7|111,5|False
40|565,139526367188|241,473831176758|251,2382|34,49976|7|111,5|False
41|565,167785644531|208,376732635498|251,2665|34,43726|7|111,5|False
42|565,154724121094|253,138090515137|251,2534|34,40356|7|111,5|False
43|565,160949707031|202,626462554932|251,2596|34,41626|7|111,5|False
44|565,171875|207,679413604736|251,2706|34,5437|7|111,5|False
45|565,176696777344|225,583989715576|251,2754|34,41675|7|111,5|False
46|565,339965820313|214,461444854736|251,4386|34,47534|7|111,5|False
47|565,168334960938|224,729574584961|251,267|34,55615|7|111,5|False
48|565,546875|261,482779693604|251,6456|34,58398|7|111,5|False
49|565,269348144531|205,11732635498|251,368|34,51392|7|111,5|False
50|565,165344238281|228,191736602783|251,264|34,44824|7|111,5|False
51|565,17333984375|197,95364151001|251,272|34,47217|7|111,5|False
52|565,176574707031|227,534853363037|251,2752|34,48999|7|111,5|False
53|565,154968261719|250,504502105713|251,2536|34,39771|7|111,5|False
54|590,308288574219|244,296607208252|234,9783|28,52075|7|98,5|False
55|590,290710449219|201,277386474609|234,9608|28,54492|7|98,5|False
56|590,336181640625|219,703787994385|235,0062|28,82813|7|98,5|False
57|589,026306152344|239,528399658203|233,6964|28,4082|7|98,5|False
58|590,087768554688|212,747889709473|234,7578|28,69531|7|98,5|False
59|590,270385742188|218,17465057373|234,9404|28,7063|7|98,5|False
60|588,929870605469|238,320399475098|233,5999|28,34082|7|98,5|False
61|590,266235351563|264,030035400391|234,9363|28,85864|7|98,5|False
