Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1|505,946472167969|358,462586212158|123,1714|28,67071|8|104,5|False
2|505,945617675781|188,277335357666|123,1705|26,79084|8|104,5|False
3|506,067474365234|284,342555999756|123,2923|27,06773|8|104,5|False
4|505,843780517578|185,160230255127|123,0687|27,22964|8|104,5|False
5|505,817840576172|214,265187072754|123,0427|27,90781|8|104,5|False
6|505,656524658203|194,469567871094|122,8814|26,79233|8|104,5|False
7|505,663024902344|217,437782287598|122,8879|26,77063|8|104,5|False
8|506,224853515625|221,527400970459|123,4497|26,76398|8|104,5|False
9|505,879486083984|193,972969055176|123,1044|27,77786|8|104,5|False
10|505,833679199219|219,540476226807|123,0585|27,22308|8|104,5|False
11|505,672515869141|184,175940704346|122,8974|26,72064|8|104,5|False
