Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1|43,362922668457|12,3802074879408|227,7474|33,85373|8|165,5|False
2|43,3460922241211|6,83984574507922|227,6151|33,73757|8|165,5|False
3|52,0998916625977|11,7354915978853|242,9529|30,58661|8|218,5|False
4|161,55729675293|15,4164135142462|354,523|15,44891|8|280|False
5|52,1851043701172|-2,88895014445297|243,2917|30,49519|8|218,5|False
6|52,1917304992676|4,38311334997416|243,4008|30,62552|8|218,5|False
7|52,1816749572754|4,1191339972429|243,3157|30,56122|8|218,5|False
8|52,2116355895996|7,38079496594146|243,5949|30,79654|8|218,5|False
9|52,1762428283691|9,23237039364758|243,3191|30,60873|8|218,5|False
10|52,2249450683594|18,5549368225038|243,6878|30,84943|8|218,5|False
11|52,2460479736328|-3,19661053125128|243,6427|30,61023|8|218,5|False
12|52,5029029846191|17,1822918788297|245,9744|32,6203|8|218,5|False
13|52,2839126586914|16,2341266129166|244,382|31,57587|8|218,5|False
14|52,456714630127|15,8316334683448|245,7086|32,52484|8|218,5|False
15|52,4573631286621|-8,72483636774123|245,6611|32,4314|8|218,5|False
16|52,2919998168945|7,40226796865463|244,3953|31,53326|8|218,5|False
17|52,277099609375|25,4476510345936|244,4322|31,72052|8|218,5|False
18|54,6834106445313|15,4585342288017|233,4649|12,06982|8|281|False
19|52,3642234802246|14,6916983762756|247,7639|33,64819|7|210,5|False
20|52,6396408081055|3,06436395049095|249,3479|34,24817|7|210,5|False
21|52,6380004882813|10,2183116190135|249,3596|34,28723|7|210,5|False
22|52,4897384643555|7,2013295352459|248,5904|34,12915|7|210,5|False
23|52,4822578430176|13,2012843586504|248,5242|34,06616|7|210,5|False
24|105,585723876953|13,0795664072037|250,2964|34,72644|7|210,5|False
25|52,5160255432129|8,49193812543526|248,7072|34,11768|7|210,5|False
26|52,5264511108398|8,39473025971092|248,7193|34,04456|7|210,5|False
27|52,5133285522461|7,53076689168811|246,0564|32,68298|8|218,5|False
28|52,5934219360352|6,55490061156452|248,9702|33,9231|7|210,5|False
29|52,5120811462402|0,269602454453707|248,7191|34,17871|7|210,5|False
30|52,5436477661133|16,5179451938719|248,8237|34,09326|7|210,5|False
31|105,541915893555|9,20347245298326|250,0925|34,51733|7|210,5|False
32|52,6454315185547|8,70357113359496|249,3625|34,22327|7|210,5|False
33|105,652969360352|11,2035691367462|250,5119|34,8479|7|210,5|False
34|52,5302886962891|11,0583317771554|248,7261|34,02246|7|210,5|False
35|107,191780090332|17,2245359206805|253,4911|35,46643|8|214|False
36|107,965896606445|19,4959663107526|255,6242|36,16528|8|214|False
37|107,189781188965|12,8804389238358|253,7925|36,12817|8|214|False
