Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1|4,78961229324341|1,49839672941016|239,4806|28,89729|6|114,5|False
2|4,78570699691772|0,619854624449636|239,2853|28,97275|6|114,5|False
3|4,79887437820435|0,760360497391957|239,9437|28,75913|6|114,5|False
4|4,79911375045776|0,848225185964839|239,9557|29,16173|6|114,5|False
5|4,79526376724243|1,11929122290676|239,7632|28,95943|6|114,5|False
6|4,78661632537842|1,04942996971076|239,3308|28,88257|8|243,5|False
7|4,80221748352051|0,753075987647753|240,1109|28,99307|8|243,5|False
8|4,82415056228638|1,5665986593347|241,2075|33,30637|8|258,5|False
9|4,82688856124878|1,03202010277419|241,3444|33,08685|8|258,5|False
10|4,82649946212769|1,58736713492544|241,325|33,3623|8|258,5|False
11|4,83206224441528|1,59607182402979|241,6031|33,25806|8|258,5|False
12|4,82711315155029|1,51079419516027|241,3557|33,2594|8|258,5|False
13|4,83005046844482|0,583112457615789|241,5025|33,19806|8|258,5|False
14|4,82619285583496|0,757373066013679|241,3096|33,12573|8|258,5|False
15|4,89013862609863|0,894535120001819|244,5069|31,27795|8|258,5|False
16|4,89498472213745|0,683640225662384|244,7492|31,104|8|258,5|False
17|4,88016128540039|1,23412686707306|244,0081|30,94397|8|258,5|False
18|4,88078260421753|0,820290432631737|244,0391|30,98499|8|258,5|False
19|4,8907642364502|1,03426330705261|244,5382|31,11383|8|258,5|False
20|4,88064193725586|0,987074371892959|244,0321|30,927|8|258,5|False
21|4,88031196594238|0,983564131494495|244,0156|31,01453|8|258,5|False
22|4,88058853149414|0,54717042522625|244,0294|30,83728|8|258,5|False
23|4,88037824630737|1,57583663930709|244,0189|31,2041|8|258,5|False
24|4,9281005859375|0,909170441492461|246,405|32,33826|8|272|False
25|4,93218278884888|1,61414525669825|246,6091|32,20837|8|272|False
26|4,95628499984741|0,701443046046188|247,8142|32,8407|8|272|False
27|4,9445013999939|1,8294495115777|247,2251|32,58521|8|272|False
28|4,94223976135254|1,11525133922696|247,112|32,30505|8|272|False
29|11,7881355285645|1,83784397311101|589,4068|28,21802|8|281|False
30|4,93317461013794|1,11291990280733|246,6587|32,25708|8|272|False
31|4,9561767578125|1,12061747451371|247,8088|32,78491|8|272|False
32|4,94450569152832|1,97099676875368|247,2253|32,60596|8|272|False
33|4,93974924087524|1,61512780562043|246,9875|32,57813|8|272|False
34|4,9558219909668|1,26374828807311|247,7911|33,16125|8|272|False
35|4,95619487762451|1,12087089941269|247,8097|32,88171|8|272|False
36|4,95618009567261|1,17960573599266|247,809|32,89709|8|272|False
37|4,95617961883545|1,30167773170542|247,809|32,7688|8|272|False
38|4,95613670349121|1,27854962146812|247,8068|32,96729|8|272|False
39|4,9548807144165|1,34815122869913|247,744|32,73804|8|272|False
40|4,94446277618408|0,728567215632938|247,2231|32,64087|8|272|False
41|4,93849992752075|1,9083052508533|246,925|32,33667|8|272|False
42|4,93835783004761|0,963484295085073|246,9179|32,19019|8|272|False
43|4,93234539031982|1,61592332384025|246,6173|32,07275|8|272|False
44|4,9354510307312|0,860515670053428|246,7726|32,35986|8|272|False
45|4,95592975616455|1,43876375553082|247,7965|32,86206|8|272|False
46|4,95635843276978|1,16122001389012|247,8179|32,81128|8|272|False
47|4,93358993530273|0,584945531406265|246,6795|32,22339|8|272|False
48|4,95634651184082|2,06016706774826|247,8173|32,94092|8|272|False
49|4,95622158050537|0,820011051296024|247,8111|32,96606|8|272|False
50|4,95604419708252|0,873250948976784|247,8022|32,91406|8|272|False
51|4,95625925064087|1,10810470053111|247,813|32,81836|8|272|False
52|5,11260986328125|1,17898387003224|255,6305|38,22046|8|213|False
53|5,11335039138794|0,563081242862972|255,6675|39,64697|8|213|False
54|5,11299753189087|1,42766290828586|255,6499|39,57129|8|213|False
55|5,11223793029785|1,11919456945179|255,6119|37,9834|8|213|False
56|5,11297607421875|1,15389385663439|255,6488|39,43799|8|213|False
57|5,11312770843506|1,28587630890688|255,6564|39,38086|8|213|False
58|5,11267709732056|1,01300347801553|255,6339|40,12891|8|213|False
59|5,11306667327881|1,02459136380348|255,6533|39,86743|8|213|False
60|5,11246013641357|1,00959357386455|255,623|39,30249|8|213|False
61|5,11202526092529|0,877060170393088|255,6013|38,22607|8|213|False
62|5,11293506622314|2,00455492581241|255,6468|39,2937|8|213|False
63|5,11290740966797|1,16231829236422|255,6454|39,39502|8|213|False
64|5,11265230178833|1,07353224284889|255,6326|39,53247|8|213|False
65|5,11308336257935|0,703017311697477|255,6542|39,50659|8|213|False
66|5,11278057098389|0,708788133764756|255,639|40,02002|8|213|False
67|5,11198282241821|1,32893704762973|255,5992|38,25171|8|213|False
68|5,11249589920044|1,2000330578303|255,6248|38,86768|8|213|False
69|5,11340284347534|1,01811712907438|255,6701|39,26099|8|213|False
70|5,1130690574646|1,20346839250706|255,6535|39,87402|8|213|False
71|5,1129789352417|1,1185029377637|255,649|39,52002|8|213|False
72|5,11248254776001|1,24743220652235|255,6241|39,15039|8|213|False
73|7,19999980926514|1,27248395390779|360|46,55566|8|243|True
74|7,19999980926514|1,10474099458661|360|48,46436|8|243|True
75|7,19999980926514|1,64698289132211|360|47,27783|8|243|True
76|5,15127086639404|0,772158385314469|257,5635|35,76904|8|243|True
77|7,19999980926514|1,30077699230751|360|46,67578|8|243|True
78|7,19999980926514|1,47652689055249|360|46,83057|8|243|True
79|7,19999980926514|1,69109121030924|360|47,13135|8|243|True
80|7,19999980926514|1,83521386462817|360|48,0752|8|243|True
81|7,19999980926514|1,70185178389074|360|47,57568|8|243|True
82|7,19999980926514|0,904569569014711|360|47,58936|8|243|True
83|7,19999980926514|1,8410352673367|360|47,69922|8|243|True
84|7,19999980926514|0,78388919600402|360|47,08057|8|243|True
85|7,19999980926514|1,67023700052523|360|47,91064|8|243|True
86|7,19999980926514|0,812183409905992|360|46,8999|8|243|True
87|7,19999980926514|1,21849270344246|360|47,64795|8|243|True
88|7,19999980926514|1,52204833701253|360|47,79297|8|243|True
89|7,19999980926514|1,22057714544935|360|47,58789|8|243|True
90|5,14275884628296|0,711135016998742|257,1379|35,88525|8|243|True
91|7,19999980926514|1,74703021776259|360|47,64063|8|243|True
92|7,19999980926514|0,82447420669123|360|48,16406|8|243|True
93|7,19999980926514|1,91954312653688|360|47,45166|8|243|True
94|7,19999980926514|0,905612893361831|360|47,8418|8|243|True
95|7,19999980926514|1,72586626419798|360|47,57178|8|243|True
96|7,19999980926514|0,92460697229908|360|47,44385|8|243|True
97|7,19999980926514|0,978350925138511|360|46,93848|8|243|True
98|7,19999980926514|1,26832277681679|360|47,44775|8|243|True
99|5,16848182678223|1,38183903799695|258,4241|35,98389|8|243|True
100|5,16066551208496|1,26575277945958|258,0333|36,05469|8|243|True
101|7,19999980926514|0,913463394192513|360|47,58203|8|243|True
