Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1|3.28763198852539|1.57418276816607|371.2644|41.34454|8|96|False
2|4.22581720352173|1.01146665215492|582.2746|74.5444|8|281|False
3|2.99540066719055|0.824103063344955|333.4738|41.96233|8|118.5|False
4|2.88841509819031|0.803913074731827|304.031|36.41408|8|228.5|False
5|1.78157293796539|0.723342162370682|161.5724|36.6895|8|215.5|False
6|3.09006094932556|0.975355303287506|335.9664|38.31317|8|228.5|False
7|3.06391215324402|1.14409091174603|336.281|39.60095|8|247|False
8|3.38166618347168|0.972103163599968|403.7944|48.68744|8|241|False
9|3.13323760032654|1.01200230717659|355.7418|40.06723|7|178.5|False
10|4.06117105484009|1.22341064810753|536.0202|58.61966|7|182|False
11|2.70884251594543|1.27629298716784|268.4648|32.2215|8|199|False
12|2.94702911376953|1.40940124839544|334.8026|38.3501|6|171.5|False
13|3.26924443244934|1.08821424841881|202.2479|11.72675|8|281|False
14|3.70130753517151|1.19510979354382|472.7275|58.77234|8|184|False
15|3.70590400695801|1.60527988374233|478.1494|61.1582|8|201|False
16|2.96108675003052|1.49322766065598|329.6225|42.27875|8|199|False
17|3.23164415359497|1.17967310845852|367.0374|42.52429|8|235.5|False
18|3.03427529335022|1.01334910988808|336.286|41.03491|8|203|False
19|2.85072088241577|1.00474964082241|302.8728|37.71655|8|171.5|False
20|2.77247333526611|1.06235645413399|295.0012|38.60596|8|255.5|False
21|2.66611766815186|0.857592332363129|267.3669|33.59094|8|178|False
22|4.06208992004395|1.2224480971694|527.2332|59.06775|8|220|False
23|2.57975363731384|1.0123796582222|261.5317|35.40137|8|249|False
24|2.92668461799622|0.956294849514961|313.7816|38.05981|8|251|False
25|14.4787521362305|1.7065867960453|656|98.58447|8|236.5|True
26|3.51285672187805|1.62675143480301|452.2317|57.60681|7|210.5|False
27|4.29273223876953|1.11369140744209|240.6966|9.417236|8|281|False
28|3.16691970825195|1.44795785099268|337.7132|35.73608|8|251|False
29|2.82817673683167|1.00232012867928|300.7009|35.04651|7|240|False
30|2.78556132316589|1.1962689012289|296.9458|38.69006|8|229|False
