Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1,14,6221780776978,1,83105223923922,656,81,10335,8,206,True
2,14,4902439117432,1,87079917490482,628,6895,77,28555,8,206,True
3,14,6176977157593,2,39799600690603,656,75,31302,7,165,True
4,14,6055936813354,2,6573069781065,656,82,80106,8,206,True
5,14,5651531219482,2,32388808429241,656,80,14798,7,165,True
6,14,60329246521,2,74324856102467,656,83,0423,8,206,True
7,14,611273765564,2,13942520618439,656,75,87265,7,165,True
8,17,0344829559326,3,25523899495602,2944,557,165,5768,8,281,False
9,16,8991622924805,2,30782775729895,2927,409,169,3333,8,281,False
10,14,6073627471924,1,45160372555256,656,76,21741,7,165,True
11,14,6079931259155,2,17589290589094,656,76,16156,7,165,True
12,14,5852222442627,2,057598939538,656,78,2298,7,165,True
13,14,6014986038208,2,03986120373011,656,76,74023,7,165,True
14,14,5966567993164,1,96447502225637,656,77,17737,7,165,True
15,14,6099720001221,2,00827068090439,656,75,98706,7,165,True
16,14,5791778564453,1,8779541388154,656,78,79773,7,165,True
17,14,5988426208496,1,87790104597807,656,76,97937,7,165,True
18,14,5734415054321,2,06999372988939,656,79,34448,7,165,True
19,14,5806484222412,1,99323604851961,656,78,65881,7,165,True
20,14,6098651885986,2,06122090369463,656,75,99646,7,165,True
21,14,6343965530396,1,7889925122261,656,73,89636,7,165,True
22,14,6079473495483,2,14877219647169,656,76,16565,7,165,True
23,14,5667600631714,2,19116972386837,656,79,99084,7,165,True
24,14,5681295394897,1,76005936861038,656,79,85754,7,165,True
25,14,577202796936,1,70250544548035,656,78,98511,7,165,True
26,14,578179359436,2,12471264749765,656,78,89233,7,165,True
27,14,6069364547729,2,16650657504797,656,76,25513,7,165,True
28,14,6031742095947,1,85407149344683,656,76,59009,7,165,True
29,14,5998477935791,2,16168447285891,656,76,88867,7,165,True
30,14,6067991256714,1,84380203485489,656,76,26733,7,165,True
