Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1|3.57681965827942|1.59509365111589|454.0775|50.09502|6|160.5|False
2|3.57785558700562|0.920110470056534|454.4969|50.20007|6|160.5|False
3|3.6537024974823|1.10271549671888|476.2361|54.58155|6|160.5|False
4|14.6239929199219|1.87445626556873|656|80.92174|8|210|True
5|13.2469091415405|1.95586417019367|370.9016|43.17488|8|210|True
6|14.6212253570557|1.70224093496799|656|81.19897|8|210|True
7|14.6197652816772|1.57229510098696|656|81.34595|8|210|True
8|14.6225109100342|1.62951294332743|656|81.06998|8|210|True
9|14.6214332580566|2.06566819101572|656|81.17804|8|210|True
10|14.6200571060181|1.65806501805782|656|81.31659|8|210|True
11|14.6186361312866|2.26986446529627|656|81.46008|8|210|True
12|14.6230764389038|1.84137987047434|656|81.01331|8|210|True
13|14.6302499771118|1.93032784759998|656|80.30194|8|210|True
14|12.9724578857422|1.68270226567984|301.5536|32.37787|8|210|True
15|14.6297483444214|1.89235008358955|656|80.35132|8|210|True
16|13.2550354003906|1.77655511051416|370.9773|42.79773|8|210|True
17|13.2484273910522|2.01560142189264|370.9207|43.10571|8|210|True
18|14.6199293136597|1.78388166576624|656|81.32947|8|210|True
19|14.6259775161743|2.15972805172205|656|80.72412|8|210|True
20|13.2935876846313|1.88168184459209|370.9715|40.97339|8|210|True
21|14.6138315200806|1.74305962324142|656|81.94897|8|210|True
22|13.8673009872437|1.63357824385166|514.1301|67.35474|8|210|True
23|14.6278238296509|2.04457831084728|656|80.54114|8|210|True
24|14.6180362701416|1.67548938542604|656|81.52075|8|210|True
25|13.8490705490112|1.63535584360361|514.1791|69.03198|8|210|True
26|14.6184062957764|1.94576208740473|656|81.48328|8|210|True
27|14.6138334274292|1.71403047889471|656|81.94873|8|210|True
28|14.6172637939453|1.92980257719755|656|81.59912|8|210|True
29|13.2958040237427|2.04272765517235|370.9649|40.87109|8|210|True
30|14.6272134780884|2.36350620388985|656|80.60156|8|210|True
