Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1|3.10500550270081|1.11187269240618|368.8775|42.86195|6|102.5|False
2|4.36633634567261|1.56192991733551|277.861|11.37051|8|281|FalseTrue.
3|3.43473720550537|1.24543801993132|444.4661|59.60069|7|184.5|False
4|3.27853345870972|1.20700497180223|410.3381|53.97932|7|184.5|False
5|3.28278231620789|1.21235884130001|410.3507|53.68539|7|184.5|False
6|3.78970265388489|1.283908867836|514.7941|68.72485|7|184.5|False
7|3.43227887153625|1.02225994169712|444.4122|59.76889|7|184.5|False
8|3.9659161567688|1.6098684668541|551.2554|74.19592|7|184.5|False
9|3.3564350605011|1.24798965007067|441.14|64.48767|7|198|False
10|9.25988292694092|1.87749462723732|583.283|10.03906|8|280.5|False
11|3.39188194274902|1.30447417199612|423.7331|57.27026|8|207.5|False
12|3.51400923728943|1.15740373730659|435.9233|54.41833|8|207.5|False
13|3.28701686859131|1.24998027682304|369.4319|40.75256|8|280.5|False
14|3.50545334815979|1.13776865303516|415.6254|46.49091|8|280.5|False
15|3.76905274391174|1.10002424865961|479.6855|57.2901|8|207.5|False
16|3.61727166175842|1.28070622682571|451.2962|54.5401|8|280.5|False
17|3.65095233917236|1.05925193428993|445.2835|49.96442|8|207.5|False
18|3.00806021690369|1.1354447171092|303.0847|31.59424|8|230.5|False
19|3.91086173057556|1.47832423746586|513.1244|63.19995|8|207.5|False
20|3.78824639320374|1.71775372028351|476.6657|54.68958|8|243|False
21|14.6408185958862|2.43649260699749|656|79.27637|8|240.5|True
22|14.6359529495239|2.09182304441929|656|79.74524|8|240.5|True
23|14.7812013626099|2.55020612180233|656|67.77783|8|242|True
24|14.6825227737427|2.29314344078302|656|75.47266|8|242|True
25|14.7756652832031|2.72796696126461|656|68.16772|8|242|True
26|14.7741861343384|2.90469855517149|656|68.27271|8|242|True
27|14.7821207046509|2.65622291564941|656|67.7135|8|242|True
28|14.7829446792603|3.00704473853111|656|67.65601|8|242|True
29|14.7726554870605|2.46636210680008|656|68.38159|8|242|True
30|14.7783651351929|2.50668841451406|656|67.97705|8|242|True
