Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1,2,58904194831848,0,966191563010216,239,6623,27,9523,8,190,5,False
2,2,60893297195435,0,934497293829918,233,8996,25,81383,8,281,False
3,4,47116947174072,1,59063577055931,619,3919,73,66026,8,281,False
4,5,24737167358398,0,922215984761715,750,7901,78,20013,8,281,False
5,2,46250581741333,1,02469376623631,228,1233,28,92924,8,253,5,False
6,2,43347859382629,0,880752868950367,227,482,29,82449,8,235,False
7,3,06464076042175,1,07622898817062,337,8197,40,11115,8,174,5,False
8,4,43633460998535,1,45040367245674,621,6414,66,978,6,153,5,False
9,1,0832257270813,0,667459981143475,8,639112,1,704987,8,281,False
10,4,32127237319946,2,04797997325659,589,3315,70,05164,8,135,5,False
11,6,24076461791992,1,08076179921627,472,6783,14,13495,8,281,False
12,3,34375858306885,1,44750411808491,445,4543,68,55035,7,186,5,False
13,2,96716284751892,0,994584265351296,333,8784,40,17285,7,188,False
14,14,6710500717163,2,05115164369345,656,70,96625,7,186,5,True
15,20,9963836669922,1,90737333595753,3030,736,57,08276,8,281,False
16,14,7308120727539,1,77257790863514,656,71,50031,8,205,5,True
17,2,8156270980835,1,24887233674526,298,3034,37,72284,8,230,5,False
18,3,08201932907104,1,24557495713234,341,4082,40,56439,8,195,False
19,3,81542539596558,1,43635885417461,510,0871,69,71674,8,257,False
20,3,42180490493774,1,29143635332584,408,4275,48,25842,8,185,False
21,4,87224912643433,1,34591647386551,328,7028,12,19495,8,281,False
22,3,23670887947083,1,46395317316055,369,7809,43,276,8,204,False
23,2,83963131904602,1,67865609377623,303,2946,35,41125,7,178,5,False
24,2,99778318405151,1,41454276144505,327,2368,39,50867,8,226,False
25,6,09281826019287,1,37435983270407,478,196,15,09216,8,281,False
26,3,30818390846252,0,837111881375313,389,5329,47,09131,8,120,5,False
27,17,7160758972168,2,07531637698412,2727,233,76,89758,8,281,False
28,2,874272108078,1,26156256049871,295,3432,34,17444,8,144,False
29,17,8752593994141,2,23768893629313,2349,287,41,98535,8,264,5,False
30,3,47409343719482,1,33778913319111,439,9635,59,37891,8,228,False
