Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1,3,86847114562988,1,27445106953382,514,6118,67,52737,8,150,False
2,2,87538242340088,1,19037094116211,301,8824,36,25619,8,150,False
3,2,8804566860199,1,20438842475414,301,8355,36,02087,8,150,False
4,2,9178409576416,1,16583562195301,337,9402,40,80713,6,153,5,False
5,4,29919004440308,1,8089478880167,589,5204,72,0461,8,165,False
6,4,18834161758423,1,31005777418613,554,0761,62,63382,8,165,False
7,4,11960649490356,1,45662091523409,553,9758,67,85641,8,165,False
8,4,135986328125,1,17668778598309,554,1304,66,60214,8,165,False
9,14,6197986602783,2,11370361745358,656,81,34265,8,252,True
10,14,6251611709595,1,88941814601421,656,80,8053,8,252,True
11,14,4657802581787,1,88188380897045,623,431,76,46716,8,252,True
12,14,465404510498,1,69036819636822,623,1319,76,32568,8,252,True
13,14,6285448074341,2,21206146478653,656,80,46991,8,252,True
14,14,4633522033691,1,76734872460365,623,2532,76,59003,8,252,True
15,14,6541395187378,1,86440517306328,656,78,02039,8,252,True
16,14,4816217422485,2,57518120706081,2085,508,59,23474,8,281,False
17,14,6236143112183,1,60623482912779,656,80,95959,8,252,True
18,14,4559898376465,1,96761208176613,623,2458,77,28479,8,252,True
19,14,4660739898682,1,76089518815279,623,1403,76,26807,8,252,True
20,14,4687662124634,1,94201559573412,623,256,76,08545,8,252,True
21,14,6483602523804,1,72788145542145,656,78,5603,8,252,True
22,14,794900894165,2,76242396235466,656,66,83191,8,214,5,True
23,14,7813024520874,2,82642890810966,656,67,77075,8,214,5,True
24,14,7856674194336,2,84775236397982,656,67,46655,8,214,5,True
25,14,791130065918,2,48548744618893,656,67,0896,8,214,5,True
26,14,7857990264893,2,48403354883194,656,67,4574,8,214,5,True
27,14,7933788299561,2,57951179146767,656,66,93567,8,214,5,True
28,14,7926645278931,2,21451824754477,656,66,9845,8,214,5,True
29,14,7883586883545,2,86499696969986,656,67,28027,8,214,5,True
30,14,7797737121582,3,08259024173021,656,67,87793,8,214,5,True
