Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1|9,99388122558594|2,87117179920606|234,4295|28,39061|7|159|False
2|20,0182361602783|2,27376143336296|169,1791|5,379898|8|281|False
3|23,4103317260742|3,79354408532381|180,6001|4,795586|8|281|False
4|10,1195850372314|5,14987677503377|234,5668|27,70911|8|195,5|False
5|10,2786350250244|3,22286056689918|255,8755|33,28897|8|227|False
6|10,2807884216309|2,17779898438603|255,8656|33,26691|8|227|False
7|10,2690687179565|2,40605362746865|255,8652|33,36847|8|227|False
8|11,0100612640381|3,31824406832457|116,9582|7,284973|8|267,5|False
9|10,2853775024414|2,45069075804204|255,8627|33,22626|8|227|False
10|10,2850666046143|3,62146237902343|255,868|33,23077|8|227|False
