Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1,3,12275743484497,1,27803092896938,408,6794,60,15649,6,143,False
2,3,03759360313416,1,27155814170837,406,3884,67,09937,6,143,False
3,3,60457444190979,1,22277650535107,472,8627,56,2757,6,165,5,False
4,3,6406078338623,0,914873990416527,472,8733,53,96609,6,165,5,False
5,4,28539800643921,1,15517032444477,250,0918,9,997253,8,281,False
6,3,42005920410156,1,14462652206421,436,8461,52,26501,6,165,5,False
7,14,6080675125122,1,86993077993393,656,82,5433,8,216,True
8,14,6181411743164,1,71946797966957,656,81,51013,8,216,True
9,14,6249475479126,1,55996000319719,656,80,82654,8,216,True
10,14,6261806488037,1,78749670088291,656,80,70398,8,216,True
11,14,6110868453979,1,46029422581196,656,82,23096,8,216,True
12,14,6193904876709,1,99600726664066,656,81,38379,8,216,True
13,14,6142244338989,2,0651283711195,656,81,90875,8,216,True
14,14,6295938491821,1,57884623855352,656,80,36652,8,216,True
15,14,6331748962402,1,71648165732622,656,80,0155,8,216,True
16,14,7398357391357,2,39564412385225,656,70,80396,8,238,5,True
17,14,744345664978,2,55683858245611,656,70,46094,8,238,5,True
18,14,7465038299561,3,13680598437786,656,70,29797,8,191,True
19,14,749080657959,3,40272387266159,656,70,10437,8,191,True
20,14,7528829574585,2,62797009646893,656,69,82068,8,191,True
21,14,7570524215698,2,6331194832921,656,69,51221,8,191,True
22,14,7490177154541,2,68264239877462,656,70,10913,8,191,True
23,14,7477550506592,2,40162936896086,656,70,20386,8,191,True
24,14,7487697601318,2,25572858303785,656,70,12769,8,191,True
25,14,7440252304077,3,29660013914108,656,70,48523,8,191,True
26,14,7563028335571,3,76261619031429,656,69,5675,8,191,True
27,14,7454643249512,2,44452048242092,656,70,37634,8,228,5,True
28,14,7461748123169,4,16352190971375,656,70,32275,8,191,True
29,14,7433242797852,3,02727398276329,656,70,53833,8,228,5,True
30,14,7479276657104,2,56021717786789,656,70,19092,8,191,True
