Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1|4,56423711776733|1,7168538457714|228,2119|28,33812|5|172|False
2|4,59858417510986|0,629471382021438|229,9292|30|8|125,5|False
3|4,62920522689819|1,0350795191247|231,4603|30|8|125,5|False
4|4,89683151245117|1,24109453628771|244,8416|30|8|254|False
5|4,9085373878479|1,15494563663378|245,4269|30|8|254|False
6|4,90851211547852|0,920109826675616|245,4256|30|8|254|False
7|4,90784645080566|1,36368077765219|245,3923|30|8|254|False
8|4,91319608688354|0,931592283165082|245,6598|30|8|254|False
9|4,90816450119019|1,28979282183864|245,4082|30|8|254|False
10|4,90306758880615|0,607187950890511|245,1534|30|8|254|False
11|4,90758228302002|0,793856294667057|245,3791|30|8|254|False
12|4,90787982940674|0,705375428008847|245,394|30|8|254|False
13|4,90816974639893|1,3123820242472|245,4085|30|8|254|False
14|4,9084210395813|0,572896255971864|245,4211|30|8|254|False
15|4,90822124481201|0,943989483721089|245,4111|30|8|254|False
16|4,90844440460205|0,91455319239758|245,4222|30|8|254|False
17|4,90779733657837|0,723064680630341|245,3899|30|8|254|False
18|4,90847873687744|1,03318609630805|245,4239|30|8|254|False
19|4,91056776046753|1,65246513247257|245,5284|30|8|254|False
20|4,9075870513916|1,04855303072836|245,3793|30|8|254|False
21|4,90818119049072|0,886463336680026|245,4091|30|8|254|False
22|4,89741897583008|0,96048822090961|244,871|30|8|254|False
23|4,91059970855713|0,595383254077205|245,53|30|8|254|False
24|4,90587425231934|0,648778593054158|245,2937|30|8|254|False
25|4,90850639343262|1,2496169887716|245,4253|30|8|254|False
26|4,9078688621521|1,28239962530497|245,3934|30|8|254|False
27|4,90840864181519|0,84308832611423|245,4204|30|8|254|False
28|4,90819883346558|1,24031178018731|245,4099|30|8|254|False
29|4,90819072723389|1,05819983172842|245,4095|30|8|254|False
30|4,9082179069519|0,928640446998179|245,4109|30|8|254|False
31|4,90847682952881|1,48916889661923|245,4238|30|8|254|False
32|4,90595388412476|1,24203105922788|245,2977|30|8|254|False
33|4,91076469421387|1,12455677649705|245,5382|30|8|254|False
34|4,90821886062622|1,14534229992423|245,4109|30|8|254|False
35|4,90586280822754|1,28186427445617|245,2931|30|8|254|False
36|4,90819978713989|0,911426146213489|245,41|30|8|254|False
37|4,90578079223633|0,951388086925726|245,289|30|8|254|False
38|4,9084095954895|0,723566165662487|245,4205|30|8|254|False
39|4,90764474868774|0,952139823604375|245,3822|30|8|254|False
40|4,91089248657227|1,33909648964473|245,5446|30|8|254|False
41|4,90821886062622|1,13725151825583|245,4109|30|8|254|False
42|4,90842342376709|2,05243578366935|245,4212|30|8|254|False
43|4,91086292266846|0,960454337787814|245,5431|30|8|254|False
44|4,90842151641846|1,2379403537896|245,4211|30|8|254|False
45|4,90773296356201|0,688063546794001|245,3866|30|8|254|False
46|4,9063196182251|1,18548963225912|245,316|30|8|254|False
47|4,90781688690186|0,879294073535129|245,3909|30|8|254|False
48|4,90757131576538|0,920835936861113|245,3786|30|8|254|False
49|4,90848731994629|0,754304331977619|245,4244|30|8|254|False
50|4,90576934814453|1,06409132007393|245,2885|30|8|254|False
51|4,90954303741455|0,833246021764353|245,4771|30|8|226,5|False
52|4,91604232788086|0,766032149083912|245,8021|30|8|226,5|False
53|4,90602588653564|1,62027499678661|245,3013|30|8|226,5|False
54|4,91601324081421|1,90584944533184|245,8007|30|8|226,5|False
55|4,90819454193115|1,70227589500137|245,4097|30|8|254|False
56|4,91033792495728|1,37589814607636|245,5169|30|8|226,5|False
57|4,91602516174316|1,83165714511415|245,8013|30|8|226,5|False
58|4,91603994369507|1,11969707289245|245,802|30|8|226,5|False
59|4,91598892211914|2,00526051549241|245,7994|30|8|226,5|False
60|4,91602945327759|0,938839285587892|245,8015|30|8|226,5|False
61|4,91603755950928|1,73337495904416|245,8019|30|8|226,5|False
62|4,91601514816284|0,964253349881619|245,8008|30|8|226,5|False
63|4,92316007614136|1,08485174123198|246,158|30|8|226,5|False
64|4,90818166732788|1,02917466331273|245,4091|30|8|254|False
65|4,90766191482544|1,716028822714|245,3831|30|8|254|False
66|4,90767478942871|1,33824634158518|245,3837|30|8|254|False
67|4,92316246032715|1,30640841152053|246,1581|30|8|226,5|False
68|4,90549945831299|1,79181344023091|245,275|30|8|226,5|False
69|4,91603851318359|0,810667033586651|245,8019|30|8|226,5|False
