Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1,0,0262301862239838,0,00633630703027848,229,9849,27,12006,6,108,5,False
2,0,0263993609696627,0,0046953334043792,236,5188,28,12792,6,108,5,False
3,0,025921368971467,0,00502240633904876,240,7751,29,93611,6,108,5,False
4,0,0257034953683615,0,00563749379580258,231,4544,28,37221,6,108,5,False
5,0,0257043614983559,0,00496812084420526,231,5941,28,39986,6,108,5,False
6,0,0257173981517553,0,00597161351433897,232,7585,28,62,6,108,5,False
7,0,0257228631526232,0,00380309098618454,232,972,28,6546,6,108,5,False
8,0,0257004331797361,0,00491746454417807,231,7205,28,43381,6,108,5,False
9,0,026364341378212,0,00364244551765296,235,3033,27,94553,6,108,5,False
10,0,0257104504853487,0,00611245404224974,231,4999,28,36862,6,108,5,False
11,0,0259022694081068,0,00429604206349552,239,8081,29,76477,6,108,5,False
12,0,0258955676108599,0,00545338373849233,240,4823,29,92456,6,108,5,False
13,0,0257061179727316,0,00465477578677564,231,1945,28,31287,6,108,5,False
14,0,0257045570760965,0,00394473595606541,231,3931,28,35736,6,108,5,False
15,0,0256997793912888,0,0045462496026289,231,2087,28,32776,6,108,5,False
16,0,0257015004754066,0,00567777402702632,231,2913,28,3418,6,108,5,False
17,0,0257061161100864,0,00611904328907258,231,5793,28,39343,6,108,5,False
18,0,0256940312683582,0,00474980155468074,231,5193,28,40369,6,108,5,False
19,0,0263020657002926,0,00412700385040807,233,4317,27,68048,6,108,5,False
20,0,0257122330367565,0,00423624819686665,232,9743,28,67542,6,108,5,False
21,0,0257082432508469,0,00316151364477264,233,1046,28,71063,6,108,5,False
22,0,0261190086603165,0,00669732334645232,225,5889,26,44702,6,108,5,False
23,0,0257116984575987,0,0038048369846365,232,794,28,63837,6,108,5,False
24,0,0257198382169008,0,00609740223771951,233,0513,28,67712,6,108,5,False
25,0,0257253013551235,0,00550809365231544,233,0889,28,67462,6,108,5,False
26,0,0257026273757219,0,00676206167809141,231,3539,28,35278,6,108,5,False
27,0,0257135406136513,0,00594083009927999,233,1674,28,71375,6,108,5,False
28,0,0280748717486858,0,00708131533219785,283,4426,8,759277,8,281,False
29,0,0257131196558475,0,00205598792445016,231,594,28,3833,6,108,5,False
30,0,02717843092978,0,00749958205879011,243,5313,31,33154,7,102,False
