Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1|3.95911502838135|1.49368304014206|511.8051|54.83099|7|160|False
2|2.57097005844116|0.878549173474312|260.9897|35.62084|8|281|False
3|2.9805862903595|1.40635848045349|336.7236|44.09483|8|195.5|False
4|3.44692087173462|1.10156122744083|280.7032|18.58873|8|281|False
5|3.86493921279907|1.53156742155552|513.5259|61.82268|7|144|False
6|2.77672982215881|0.901116661727428|265.1134|28.88483|8|281|False
7|2.91772127151489|1.11449445188045|298.8984|33.58801|8|195.5|False
8|3.9548876285553|1.03159406334162|139.599|5.12561|8|281|False
9|3.00163769721985|1.33507141470909|337.2649|39.74149|7|210.5|False
10|16.6736698150635|2.57495411932468|2594.116|81.83966|8|281|False
11|2.69497084617615|1.25700198709965|269.2611|33.02472|8|270|False
12|2.72212266921997|1.00090976059437|268.5426|31.73975|8|254.5|False
13|2.95160675048828|1.09921193122864|301.1838|33.01172|8|183|False
14|1.7530769109726|0.707885880768299|86.55625|10.99878|8|281|False
15|2.77836656570435|0.850861901044846|263.9943|28.53802|8|140|False
16|4.17169094085693|1.51064694821835|311.1801|14.94293|8|281|False
17|2.45505166053772|0.826429736614227|229.4408|29.62384|8|203|False
18|3.26043605804443|1.33583728075027|371.2061|42.61487|8|255|False
19|2.80315256118774|1.08005567193031|304.8864|40.90308|8|177.5|False
20|3.24425077438354|1.04757378846407|370.6483|40.09857|7|216.5|False
21|3.71463465690613|1.26204131245613|471.5171|57.24268|8|278|False
22|2.92750072479248|1.23648937493563|301.2312|33.922|8|225|False
23|3.11544823646545|0.996341894567013|366.0045|41.33655|6|208.5|False
24|4.76807928085327|1.32187926769257|347.0657|13.88586|8|281|False
25|3.02126240730286|1.24909756034613|332.5485|40.2998|8|250.5|False
26|2.62789392471313|0.995095832645893|263.8163|34.01978|8|201|False
27|4.2013521194458|1.42724607884884|585.3231|78.948|8|281|False
28|2.88917899131775|1.40030442625284|336.0629|49.74792|8|220.5|False
29|36.2487449645996|2.80039411187172|5583.748|71.61707|8|281|False
30|2.76630258560181|1.37235624790192|261.5222|28.26172|8|181|False
