Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1|4,83313798904419|2,3261725806864|241,6569|28,92056|7|118,5|False
2|4,82476758956909|0,816210243126261|241,2384|28,85226|7|118,5|False
3|4,82399034500122|1,83197047991853|241,1995|28,85297|7|118,5|False
4|4,81628704071045|1,45314023187384|240,8144|28,76501|7|118,5|False
5|4,82117176055908|1,30167488343723|241,0586|28,82515|7|118,5|False
6|4,8263373374939|0,865268008979911|241,3169|28,86989|7|118,5|False
7|4,82021331787109|1,14486606666069|241,0107|28,83032|7|118,5|False
8|4,82090663909912|1,47056111587153|241,0453|28,81427|7|118,5|False
9|4,83574724197388|1,06847219163901|241,7874|28,96054|7|118,5|False
10|4,82162666320801|0,510451100780756|241,0813|28,815|7|118,5|False
11|4,82494068145752|1,34840945637552|241,247|28,86902|7|118,5|False
12|4,82346439361572|1,26952110527491|241,1732|28,83789|7|118,5|False
13|4,82183504104614|1,01210973632551|241,0918|28,82953|7|118,5|False
14|4,83154153823853|0,816075804224238|241,5771|28,91376|7|118,5|False
15|4,82231473922729|1,24678838133113|241,1157|28,8139|7|118,5|False
16|4,82102632522583|1,33053796325348|241,0513|28,82404|7|118,5|False
17|4,83324718475342|1,21596463180103|241,6624|28,9491|7|118,5|False
18|4,82634544372559|1,19485676387558|241,3173|28,8609|7|118,5|False
19|4,833092212677|0,911423386694514|241,6546|28,94135|7|118,5|False
20|4,831955909729|1,09038587620526|241,5978|28,9176|7|118,5|False
21|4,82495927810669|1,88365108235157|241,248|28,86804|7|118,5|False
22|4,81843280792236|1,59815345840034|240,9216|28,80426|7|118,5|False
23|4,82488870620728|1,23598808292227|241,2444|28,84479|7|118,5|False
24|4,83183860778809|1,0244030541955|241,5919|28,9054|7|118,5|False
25|4,83008337020874|0,966162392971455|241,5042|28,89478|7|118,5|False
26|4,8211350440979|1,12546172479633|241,0568|28,80847|7|118,5|False
27|4,82079076766968|1,00927210078453|241,0395|28,82007|7|118,5|False
28|4,83306264877319|0,675774780276697|241,6531|28,91968|7|118,5|False
