Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1|4.05916833877563|1.58541986048222|552.2615|61.50859|6|96.5|False
2|4.05797529220581|1.30288239121437|552.1738|61.55054|6|96.5|False
3|3.89757418632507|1.7563987493515|515.7286|56.12267|6|96.5|False
4|5.76626253128052|1.4862681299448|507.691|18.84193|8|281|False
5|4.53199243545532|1.80856165736914|620.7802|69.37967|8|191|False
6|4.53253746032715|1.55573875457048|620.6287|69.26193|8|191|False
7|4.53572511672974|1.28213076293468|620.6679|69.0358|8|191|False
8|4.53506135940552|1.91347439289093|620.7113|69.10834|8|191|False
9|4.54091167449951|1.75418174862862|620.7852|68.69733|8|191|False
10|4.53568029403687|1.5105112016201|620.847|69.12805|8|191|False
11|4.53828811645508|1.75865227431059|620.8635|68.93604|8|191|False
12|4.53634548187256|1.40443689227104|620.8314|69.06915|8|191|False
13|4.54321575164795|1.50139019489288|620.8332|68.54608|8|191|False
14|14.632155418396|2.61009868085384|656|80.11511|8|188|True
15|14.6270065307617|2.17734125256538|656|80.62201|8|188|True
16|14.6392917633057|2.44564197659493|656|79.42285|8|188|True
17|14.6240043640137|1.82626022398472|656|80.92065|8|188|True
18|14.6385288238525|2.28705371618271|656|79.49634|8|188|True
19|14.6304159164429|1.83001189231873|656|80.28564|8|188|True
20|14.6454334259033|2.01152914464474|656|78.83667|8|188|True
21|14.6330919265747|2.15145514160395|656|80.02356|8|188|True
22|14.6319618225098|2.03290703594685|656|80.13403|8|188|True
23|14.6527252197266|1.94801475703716|656|78.15186|8|188|True
24|14.6297063827515|1.70566599518061|656|80.35547|8|188|True
25|14.6354236602783|1.69933971613646|656|79.79663|8|188|True
26|14.6404361724854|1.73779038488865|656|79.31299|8|188|True
27|14.6401624679565|2.08775251805782|656|79.33923|8|188|True
28|14.6367588043213|2.07148989140987|656|79.66724|8|188|True
29|14.6519184112549|2.02992580831051|656|78.22705|8|188|True
30|14.6334037780762|2.13792118132114|656|79.99316|8|188|True
