Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1,4,29272794723511,1,94095977991819,585,9072,65,35311,7,167,5,False
2,5,48020887374878,1,64427790939808,577,4451,28,03608,8,281,False
3,5,24185848236084,1,60611416101456,333,83,10,98351,8,281,False
4,4,1529541015625,1,23843148946762,553,1511,60,09038,7,167,5,False
5,4,2766695022583,1,49264523088932,585,9244,66,5535,7,167,5,False
6,14,6177778244019,2,03474154174328,656,81,54697,8,200,True
7,14,6003141403198,2,72245120257139,656,83,35657,8,200,True
8,14,6165790557861,1,94661317169666,656,81,6687,8,200,True
9,14,6209383010864,2,23731684982777,656,81,22784,8,200,True
10,14,6074953079224,1,54929106980562,656,82,60278,8,200,True
11,14,594895362854,1,727847404778,656,83,93445,8,200,True
12,14,6109991073608,2,0189755320549,656,82,23993,8,200,True
13,14,6779365539551,1,59116531014442,656,75,87299,8,200,True
14,14,5918235778809,2,28692554682493,656,84,26563,8,200,True
15,14,599063873291,2,41780476272106,656,83,48914,8,200,True
16,14,6073923110962,1,89549544751644,656,82,61353,8,200,True
17,14,6015186309814,2,16922878324986,656,83,22913,8,200,True
18,14,6404981613159,1,77649996876717,656,79,30701,8,200,True
19,14,5989828109741,2,02665855288506,656,83,4978,8,200,True
20,13,2080545425415,1,77607700228691,372,9452,46,04285,8,200,True
21,14,6134243011475,1,85365634262562,656,81,99072,8,200,True
22,16,6060562133789,2,5528590425849,2608,632,86,10583,8,281,False
23,14,5964584350586,2,07648198157549,656,83,76697,8,200,True
24,13,2498874664307,1,48305396437645,373,9407,44,15662,8,200,True
25,14,6034879684448,2,26648455560207,656,83,02173,8,200,True
26,13,6658687591553,2,0793143555522,474,0201,62,17188,8,200,True
27,14,7089023590088,3,07582361549139,656,73,24951,8,201,True
28,14,7128000259399,2,31591000407934,656,72,93213,8,201,True
29,14,7217464447021,2,74714971184731,656,72,21387,8,201,True
30,14,724781036377,2,58587709218264,656,71,97339,8,201,True
