Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1|2,52389574050903|1,38397156894207|236,939|29,40174|8|187,5|False
2|2,52382254600525|0,810861045122147|236,939|29,40442|8|187,5|False
3|2,52584075927734|0,909396228194237|237,2341|29,42122|8|187,5|False
4|2,525639295578|1,03257108777761|237,0819|29,38194|8|187,5|False
5|2,53131222724915|1,12048433423042|253,4326|34,67802|8|281|False
6|2,53250312805176|1,11418307572603|253,8063|34,76141|8|281|False
7|2,53181123733521|1,25372506976128|253,0918|34,52731|8|281|False
8|2,53261852264404|1,29157275110483|253,8059|34,75577|8|281|False
9|2,5320770740509|0,966074404120445|253,1761|34,54617|8|281|False
10|2,53211498260498|1,24649128615856|253,6017|34,70322|8|281|False
11|4,04179096221924|1,40516881048679|200,4429|7,997742|8|280,5|False
12|3,77365326881409|1,10145210027695|11,43553|0,3592529|8|281|False
13|3,8488290309906|1,02083483040333|11,41364|0,3502808|8|281|False
14|3,74684119224548|1,37137216329575|11,43553|0,3623047|8|281|False
15|3,73518633842468|0,99077171087265|11,43553|0,3636475|8|281|False
16|3,75911831855774|1,40484614372253|11,43553|0,3609009|8|281|False
17|3,7728590965271|1,36869007050991|11,41365|0,3586426|8|281|False
18|3,68021655082703|1,49108553230762|11,43553|0,3701172|8|281|False
19|3,78209209442139|1,34812883734703|11,41364|0,357605|8|281|False
20|3,75270080566406|1,1827924951911|11,43553|0,3616333|8|281|False
21|3,70124888420105|1,23860713541508|11,43553|0,3676147|8|281|False
22|3,71890902519226|1,24598303437233|11,43553|0,3655396|8|281|False
23|3,79324197769165|1,35663092434406|11,43553|0,3570557|8|281|False
24|3,76933264732361|1,11433760672808|11,43553|0,3597412|8|281|False
25|3,72676396369934|1,45537476986647|11,43553|0,364624|8|281|False
26|3,66399765014648|1,150148037076|11,43553|0,3720703|8|281|False
27|3,73624205589294|1,30861538201571|11,43553|0,3635254|8|281|False
28|3,6976375579834|1,0331314355135|11,43553|0,368042|8|281|False
29|3,79324197769165|1,2936167627573|11,43553|0,3570557|8|281|False
30|3,60466384887695|0,990580888092518|11,43553|0,3793945|8|281|False
