Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1,0,0594691820442677,0,0342297694645822,227,9464,53,8969,6,103,False
2,0,0595037564635277,0,0177364357747138,228,0036,53,72052,6,103,False
3,0,0595022216439247,0,0185969511512667,228,0044,53,73121,6,103,False
4,0,0595034100115299,0,0188321443274617,228,0016,53,7211,6,103,False
5,0,271309584379196,0,0310383372474462,5606,814,65,31,8,281,False
6,0,265249371528625,0,0331247143447399,5599,519,72,06644,8,281,False
7,0,0594964139163494,0,0215324170421809,227,9526,53,72409,6,103,False
8,0,0595040395855904,0,0201237656641752,228,0042,53,71915,6,103,False
9,0,0594944022595882,0,0209201904945076,227,953,53,73755,6,103,False
10,0,0594999641180038,0,0200818737503141,227,9528,53,70117,6,103,False
11,0,0696438550949097,0,0228796578478068,242,7312,29,57361,8,101,5,False
12,0,0696699470281601,0,0203179921489209,242,9969,29,60614,8,101,5,False
13,0,069665215909481,0,0189692041836679,242,9971,29,61487,8,101,5,False
14,0,069689467549324,0,0246450982522219,243,0929,29,59943,8,101,5,False
15,0,0696670114994049,0,0177711491007358,242,9977,29,61176,8,101,5,False
16,0,069666787981987,0,0224315425381064,243,29,61285,8,101,5,False
17,0,0696761533617973,0,0192513772752136,243,0022,29,59637,8,101,5,False
18,0,0696676969528198,0,0200481689535081,243,0047,29,61261,8,101,5,False
19,0,128582388162613,0,0273286245763302,2417,21,53,95825,8,281,False
20,0,0696761608123779,0,0169430442154407,243,0016,29,59619,8,101,5,False
21,0,0696635693311691,0,0198744242079556,243,161,29,66748,8,101,5,False
22,0,0707006901502609,0,0235551953315735,227,9314,26,50281,8,99,False
23,0,0706769600510597,0,0178988371510059,227,8169,26,50806,8,99,False
24,0,070742130279541,0,0214127288665622,227,8777,26,42529,8,99,False
25,0,0706932172179222,0,018443186301738,227,7487,26,46484,8,99,False
26,0,0707752108573914,0,0213569847866893,229,4659,26,80542,8,99,False
27,0,0707360431551933,0,018620713474229,227,7254,26,39355,8,99,False
28,0,070736788213253,0,0209900893736631,227,9727,26,45898,8,99,False
29,0,0707197412848473,0,0213686188217252,227,6527,26,39868,8,99,False
30,0,070707879960537,0,0192769697867334,227,854,26,47095,8,99,False
