Generation|BestFitness|AverageFitnessPopulation|BestMaxDistance|BestMaxDistanceTime|BestNumberOfWheels|BestCarMass|BestIsRoadComplete
1|9,64550685882568|-0,492958498001099|240,9101|29,19801|7|120|False
2|9,64588737487793|-3,29545899480581|240,9178|29,1808|7|120|False
3|9,61263942718506|-0,979300892353058|240,2528|29,08616|7|120|False
4|9,64426136016846|-2,05928515642881|240,8852|29,18436|7|120|False
5|9,68601322174072|-0,592666500806808|240,9203|29,17435|7|118|False
6|9,6897439956665|-1,4436561524868|240,9949|29,18271|7|118|False
7|9,68708419799805|-1,6443627089262|240,9417|29,20435|7|118|False
8|9,68706321716309|-3,20809460878372|240,9413|29,20306|7|118|False
9|9,68922996520996|-1,45529814362526|240,9846|29,21234|7|118|False
10|9,68909072875977|-2,59482151865959|240,9818|29,19287|7|118|False
11|9,69512176513672|-2,47457497119904|241,1024|29,2439|7|118|False
12|9,66106033325195|-2,41185851097107|240,4212|29,11368|7|118|False
13|9,68431758880615|-3,29256563186645|240,8864|29,20154|7|118|False
14|9,6900110244751|-1,6533249348402|241,0002|29,20728|7|118|False
15|9,6616268157959|-2,78275827169418|240,4325|29,10162|7|118|False
16|9,68953514099121|-1,16851361393929|240,9907|29,19781|7|118|False
17|9,66248321533203|-2,42700765728951|240,4497|29,11456|7|118|False
18|9,68892002105713|-3,56288844943047|240,9784|29,20465|7|118|False
19|9,690110206604|-1,5379739522934|241,0022|29,21051|7|118|False
20|9,69077777862549|-3,23571864366531|241,0155|29,22119|7|118|False
21|9,69375133514404|-0,420437914133072|241,075|29,2265|7|118|False
22|9,69222831726074|-2,03848893642426|241,0446|29,21027|7|118|False
23|12,536789894104|-1,1908752553165|363,1358|13,97729|8|281|False
24|9,68402671813965|-4,00679687261581|240,8805|29,19702|7|118|False
25|9,6878137588501|-2,52439494132996|240,9563|29,2113|7|118|False
26|9,69283008575439|-3,00440699458122|241,0566|29,20325|7|118|False
27|9,66130924224854|-0,00207831263542175|240,4262|29,13098|7|118|False
28|9,69519424438477|-2,26083731651306|241,1039|29,23682|7|118|False
29|9,68720245361328|-0,413983827829361|240,944|29,20593|7|118|False
30|9,68926334381104|-3,06764996051788|240,9853|29,21375|7|118|False
